Time (s),F3 (µV),F4 (µV),Cz (µV),Pz (µV)
0.128,49.89698750833979,-27.03077608388901,23.300748148501178,-3.2413777912009425
0.132,44.518125812379125,-33.55488172242869,20.78871583540265,-9.90650561201192
0.136,53.635795845348504,-29.54406924665295,18.988936061369973,-12.467864578302525
0.14,43.01014428657932,-26.805287336249982,23.72751454876172,-14.889248405159595
0.14400000000000002,49.625904620757474,-17.74845782535956,18.28796552887412,-9.00274928208631
0.148,38.12773883146991,-14.819406627371283,-0.9269120437303631,-13.087334947249447
0.152,40.508596550151076,-21.983825781070806,5.612760292769698,-1.1934193956940442
0.156,47.23816652106852,-11.466539450116832,-5.446650104899043,5.290783477531407
0.16,48.93368552327803,-11.008595888691497,-9.26022596516071,12.559965398903628
0.164,44.971402727697516,-9.303375998913125,-23.871619013732428,9.623240190420068
0.168,42.29809139774141,0.42224429327124,-18.948469876261374,11.679747997135683
0.17200000000000001,40.02427648184419,4.448885473153128,-23.7098629662566,10.426921052413915
0.176,32.6857392917067,22.4728701269631,-15.820240494098886,4.037518133477482
0.18,34.92644109681592,16.617409349854928,-13.665727823889052,-3.525303286031941
0.184,34.57246201310976,11.349821427066978,-27.25899026512186,-8.988957128756274
0.188,40.41810962103703,18.78540072578248,-13.801116438595121,-14.884207326350513
0.192,35.018684819554885,29.59709399866251,-4.025765958063035,-4.743558998123563
0.196,22.569367287721356,37.25745658888754,-5.907192554864337,3.5812001700904776
0.2,31.009682461597635,20.601778927664814,3.6453182250118124,1.7105301982520813
0.20400000000000001,25.39430593463188,20.200956400540814,6.729625081432514,14.403832483147765
0.20800000000000002,21.796550080258235,39.3524572029734,11.343374641797439,0.8154207147147341
0.212,26.03737447527874,31.66191365775406,12.334367228232267,4.2094503603850075
0.216,25.873776662143968,24.414190011139453,10.803654489361744,13.324278063401515
0.22,23.0626282298149,29.817957004592778,13.413479588777932,7.199303573690996
0.224,11.851092874247293,11.739138280789989,23.50729714084202,7.822243218502084
0.228,12.10153489661018,22.142271053731026,19.74303629216819,-3.7586037304804805
0.232,12.869855204486871,20.469846702936458,17.403979826284264,-12.045009540399558
0.23600000000000002,13.62887858437559,19.730046746761957,13.29081464390401,-10.890838718312102
0.24,3.8707904889887774,5.97425681907765,10.229760818445712,-17.17398501757021
0.244,2.8380453930775666,7.156558635498246,12.59705002613426,-12.488424424772063
0.248,-4.27517009786325,-2.3673189644599253,0.8304442619459493,2.3753211179415046
0.252,-7.2375378925702325,-0.9828853874664041,-9.211988237793902,6.850835943996572
0.256,0.2962888355743507,-11.204854440296549,-3.644232175992708,8.660492483317283
0.26,0.5145384646388997,-13.08424077634142,-12.780088365173038,0.9051775581491857
0.264,-9.111203556665474,-20.087773023023985,-15.25328552785192,8.03085462972244
0.268,-6.195873558008939,-15.575059629602727,-10.058649517322841,1.580132984457638
0.272,-11.83941665062809,-17.833137937461885,-19.748547801326318,9.563911795785565
0.276,-19.272779263386095,-26.09097982566146,-18.514616202971805,-4.171943003456064
0.28,-16.599249606691846,-26.953621599180448,-24.915747782394703,-11.306591076832468
0.28400000000000003,-13.028596217334378,-35.998610743689014,-17.984905771795084,-8.899289699053085
0.28800000000000003,-23.158123226624163,-31.212226010933477,-10.643311892530766,-13.181039568455775
0.292,-17.35794180271799,-30.24865441132321,-17.41194215124054,-1.0245597040016312
0.296,-40.41844285716217,-16.496612871086175,-3.969572277718603,-8.491591228688158
0.3,-25.27975009274753,-34.09153061772543,0.5039553632240168,-6.996141296123171
0.304,-30.94933272334416,-19.49435653077574,5.1802350212342505,-5.947030837770463
0.308,-34.79563012404191,-19.505883654186505,14.82086797532552,8.289346742953075
0.312,-34.67369460726494,-20.20608872418653,15.36313469281636,7.170616714993082
0.316,-46.813500440913145,-9.44480650986251,24.27691800182253,1.9037474921015551
0.32,-39.62402157797703,-12.592082860017129,14.053182747932885,11.82398482920367
0.324,-38.29278638598509,-8.393491716895864,20.64015740465717,4.589558072789226
0.328,-34.14032473608306,-6.256902680519949,20.06807894652351,-3.822334921532927
0.332,-45.46768390105084,4.610514866700076,12.750268580544972,-0.8835012069035848
0.336,-48.15702933621361,8.493197614590876,20.191739865972508,-6.510192340293825
0.34,-47.750137841223676,4.332310177464578,23.379071575113564,-13.624844670543702
0.34400000000000003,-41.67684975321254,5.144974032122267,7.2774606812743805,-12.0415718792407
0.34800000000000003,-45.50577124634481,14.740335711860602,5.031770112654923,1.603008850620756
0.352,-50.57489046970397,15.411486025095058,-2.0840722922094175,4.4687336539852724
0.356,-46.015249480166915,22.30991854900633,-10.930414403229383,7.6942098991401515
0.36,-48.62897478969423,31.517028438481134,-20.859506434859533,5.278076148606993
0.364,-44.67984633216811,25.17072690319356,-18.93913227099258,12.862610342315666
0.368,-53.31694592654539,28.747332258440345,-25.056332954079046,3.9276380120881487
0.372,-51.6027843650183,30.098452989642226,-11.12523462427818,3.17131225387842
0.376,-51.95659297585159,34.2208385902441,-20.536083038181626,5.981388396291847
0.38,-57.218911162074164,18.234170851937634,-20.75072697113893,-9.182023701975446
0.384,-48.199964140677544,25.256214602959457,-12.440789386101258,-16.913216810024508
0.388,-48.02902084949395,27.525155254445977,-19.299697632853217,-15.243003243633268
0.392,-48.83783889519737,30.047404328260598,-13.469393672057098,-3.4717851215820525
0.396,-49.44201760853942,18.619986856434455,-4.633436397053982,-3.5438810541160977
0.4,-54.629679525009756,8.250794038564838,5.143844957117383,-0.6443868934437874
0.404,-48.81967373665739,16.885953048475297,7.482222969141059,2.2720677144593253
0.40800000000000003,-47.475631213679726,6.451496350088133,10.876699194613712,10.870078792786098
0.41200000000000003,-48.70345755367128,-0.6976415261935687,14.081530794753883,5.7347430293316
0.41600000000000004,-44.315616291806315,-2.3678240852660246,18.887737787674183,10.57659836787317
0.42,-40.196141991028085,-4.682623795208335,20.029394851549338,2.221579678859963
0.424,-31.386033029806562,-11.21228138821077,14.81067319468075,-3.2349645907321785
0.428,-38.441532542671744,-23.459097715293808,19.87614112273953,-6.868682700971831
0.432,-36.424817083191385,-11.906499417592388,12.72809775473164,-9.582169660177678
0.436,-36.38768082322618,-13.605980816633942,15.815677570019899,-10.067021686955405
0.44,-43.82121137292965,-19.85778732657611,9.352465338408274,-8.33328618739597
0.444,-32.485367455718304,-31.41422803793364,20.059399167607847,-25.287297516429092
0.448,-30.095363835025154,-28.759773874771337,2.307192752527533,-6.525151660382379
0.452,-16.047236893911396,-29.181558563587497,-9.527862502593994,0.5290489848683162
0.456,-27.220536321970382,-26.89003632648562,-8.033392107078189,14.370781252328541
0.46,-22.579946993417703,-26.599099409257743,-9.158911317660007,4.110552121040868
0.464,-22.029347181072843,-32.98891270093829,-7.04344512475318,10.636855597786445
0.468,-25.412073529957784,-27.61989049163056,-21.043803049013977,15.180283976437085
0.47200000000000003,-11.518032086150733,-23.819110617009546,-27.55788488469198,-2.8835971228896167
0.47600000000000003,-11.09241391541788,-16.309541353364693,-15.876349511410526,0.7165437936789645
0.48,-8.479334623027533,-17.013880478737043,-25.924123855401334,-9.889211692597314
0.484,-14.532436299694055,-13.072785036925158,-19.067335717577755,-11.571439236106347
0.488,-0.497307901357388,-12.69433985988121,-14.979044546128751,-13.995821454049288
0.492,-12.027341056522157,-1.8589517212935203,-9.983240748534879,-12.102565797099603
0.496,0.42206956001284057,-2.457953693825284,-1.5279754579254137,8.792023998515315
0.5,10.95227812904988,-4.305439550867875,-3.418171411431963,4.2222793603583035
0.504,-2.440465716664955,11.523617524248682,3.605151482463241,10.32622604994815
0.508,2.1865970945468707,12.400763810006136,9.563721717287354,10.903246689202627
0.512,8.009536281476066,10.898252893885562,14.438931906167738,1.9489833422729284
0.516,7.4681207551393385,14.620603636806496,17.375694383579916,11.023060376276728
0.52,4.681177202912082,22.019290903564436,21.201159202015965,11.242500595461484
0.524,15.194893952881865,25.90457694043649,24.179732116774115,-3.013665034552461
0.528,11.920627590095329,27.09197396824182,21.608915592828602,1.1453878089587985
0.532,21.936645495036053,29.58641164091277,20.364468666866472,-4.183451378487518
0.536,17.258667161377634,37.8178305799277,7.499149021783394,-0.5626722832185358
0.54,31.83735573017348,35.29851761402258,12.006843541677886,-11.599480225519638
0.544,22.3424650363836,30.837186230620297,9.760028793701522,-12.333525970665455
0.548,26.753139875309465,33.85550489127763,6.151370644138279,-4.2950394185112195
0.552,34.46410097157862,22.589696687396028,-5.968418542455085,9.664753837466694
0.556,26.19847649630245,27.715434935543627,-10.657687428136786,-2.2965583449229277
0.56,35.36465496945512,32.161929031939216,-14.626208422267432,-0.8313134142036329
0.5640000000000001,42.5511650158075,18.890126546065638,-12.728195356059125,10.269848901944936
0.5680000000000001,29.675152863999074,12.153660758932567,-12.927135774699373,5.492185963887075
0.5720000000000001,40.237590899492474,9.170822986833198,-21.68304555103179,3.719884992725176
0.5760000000000001,42.116376507101336,2.7403928788077536,-15.420723000430186,3.473226520536283
0.58,46.12551063398729,-0.16381253370927906,-18.40373128008011,-8.64069925351897
0.584,37.32443417908585,-2.606443356250197,-17.507987395852513,-18.413299679313276
0.588,38.08978814214179,-12.27852686515146,-14.747863267663682,0.24214050171699952
0.592,48.371766459130356,-9.550216624468172,-5.902016659023619,-13.429420692214093
0.596,48.20137048899652,-9.27600994971134,-3.3459086593617458,-10.11272235107764
0.6,48.80529006648706,-22.172338469508773,11.379127138238157,5.518600068612953
0.604,50.00132298914856,-13.483079475756565,0.7126745283104192,2.895091135809513
0.608,45.463282570517215,-21.49304910348829,12.225581992184107,8.126329994846051
0.612,50.49556569619841,-21.3158338649283,11.044937069516127,12.394217904584298
0.616,51.14592789249383,-31.57888884604659,12.540123575097084,14.466186040210175
0.62,46.329579331281735,-25.195991386527574,18.966794640728203,4.210549057015896
0.624,59.32492476591459,-35.43835368119424,20.64729696560061,8.853092365214597
0.628,52.3336382365884,-25.357101811417706,34.23661278987426,-14.360244770520726
0.632,43.85016297114539,-28.10225246603057,17.17581197090437,-3.9061962429925234
0.636,52.80583932800171,-24.69097907870361,9.759371208092372,-14.020510297375173
0.64,44.240954185297824,-31.20781079318469,13.120758633321415,-2.6492085799115888
0.644,52.517009664445965,-27.10289063346616,-3.010709134038226,-6.135248665134204
0.648,53.71906734590582,-16.425537755816404,2.0468807582647024,-5.851425531695504
0.652,43.04611520288468,-20.496978919959837,-2.4265382598103074,5.801104336756735
0.656,51.070740987944504,-9.42517854462048,-3.3894891389674995,11.311412795323141
0.66,47.305257257983456,-14.29638564724686,-6.887593798710201,12.720035777244718
0.664,48.22486212172013,1.2300196177969456,-17.928112950054423,4.67439130912157
0.668,52.36029772295235,-4.655287028449475,-18.84961112247008,5.285046809647435
0.672,40.30285437977628,8.752799103829847,-23.476349167627134,3.660881341239582
0.676,36.30966842175636,13.467442363465572,-25.600847342603902,-1.45963059889334
0.68,34.07808999066181,10.968751130903577,-17.471656428999907,-2.1291251457329667
0.684,32.79660444308151,21.14804176626182,-23.254486253023256,-19.12277668719327
0.6880000000000001,34.746989942871934,22.911482063305034,-15.764076621433052,-8.308632011515195
0.6920000000000001,35.00635324579578,21.79596824055183,-14.61094328153047,-9.893186027203338
0.6960000000000001,32.76802206118508,21.772469304156893,-2.225381811845803,-9.010039822936918
0.7000000000000001,33.52517885980379,18.718567030491734,9.007150496332548,-3.71243388884789
0.704,27.38472679610306,31.348828562734493,-1.5341421707196217,3.7448484184272797
0.708,32.44883046757468,22.173617469304208,0.36998106754638016,-9.562146267277488
0.712,21.65570886488465,30.19056376810608,13.066507691823348,6.473819430324957
0.716,34.319624882612324,27.438412590110055,16.965047489829086,4.6691964014287315
0.72,21.53456437305893,30.540525451171586,20.114426859689548,8.541768569537881
0.724,11.761392708279125,23.407649478425064,17.728931992393704,-2.774301076909497
0.728,8.293134285560743,20.478154589009815,18.64254852044663,-4.756814527699143
0.732,13.625900123685009,22.49009436016253,19.934093102023454,0.006250710548695082
0.736,7.633839022134552,16.78398619449342,20.612419318739985,-4.851114908209768
0.74,9.836664148675656,12.624516366454301,1.980461194258078,-4.999208163234284
0.744,6.132528399264411,9.074460777524102,5.517793858536309,-9.344833211341193
0.748,0.8923602088825391,-5.418056450197549,3.575708640991495,0.22826252479962328
0.752,-5.490473362508891,1.5241392340969955,-7.096545194339784,1.3174098693805978
0.756,-11.340576399825972,-3.6657788584133963,1.293357105142947,5.865005005902192
0.76,-8.499236438550264,-16.127152223422833,-14.932754446993117,11.558991881684273
0.764,-4.4691589771464075,-16.32909841744378,-15.616728290552157,6.837904565182237
0.768,-10.143069326818027,-19.027277276859156,-15.316430565108957,15.17014794997388
0.772,-19.87629066942621,-22.79787744275389,-22.60216895858325,2.880594828857076
0.776,-15.181275861104593,-23.248577143031678,-29.193399807587518,1.838470495655292
0.78,-16.479640735589676,-19.987977664824662,-21.16440296048575,1.4001498733617908
0.784,-25.138066230669857,-23.34682003215714,-11.739355730405135,-3.8900016517842912
0.788,-22.21036750134676,-36.27493873805656,-15.375417752499432,-17.024862797735338
0.792,-24.890116489558068,-26.88728137458424,-13.867244989329183,-6.21879977997072
0.796,-33.034568825866614,-22.95591172855899,-0.3454366957834978,-0.5639397687139276
0.8,-27.60032581288222,-26.597652885408607,-1.6538744801153027,4.459315110803705
0.804,-28.580645432693853,-21.36034059860808,2.4229936750460808,-0.7489374295559381
0.808,-27.88533715583622,-14.42882529301167,10.382353930350893,5.158103069933556
0.812,-29.863488229767977,-16.490723016102244,17.54469316666772,14.953058462990825
0.8160000000000001,-43.76400270769413,-16.991365952629508,28.795126168703025,5.239468671246971
0.8200000000000001,-43.21478733836508,-9.227167852627648,23.157310864190222,4.379372239603078
0.8240000000000001,-37.50317290750054,-9.614848529750974,25.759734400507156,9.132711383152817
0.8280000000000001,-38.96086520522961,-5.871784199007414,17.115914019634488,-3.9202417787707704
0.8320000000000001,-40.301094378152406,-3.2644007239616926,12.967200519473002,-11.339003116927117
0.836,-24.850903868474052,10.82791823969687,15.721921603611499,-14.210959291601384
0.84,-42.386900069835114,3.368553285235559,12.291554622147476,-7.846968515025609
0.844,-40.57603214081988,19.403048628506614,1.9699273468706382,-13.51121110167298
0.848,-42.3795179771772,18.254559517540635,1.6301920217661183,-3.723578691130734
0.852,-44.66913319433981,12.415147973073566,-0.5100766626903046,4.153051546598534
0.856,-50.157932868935426,24.465787887040133,-5.560524078603145,13.341220162025214
0.86,-45.31951643396809,14.829705226802337,-9.234265778928068,12.8483055648015
0.864,-53.387197357520414,30.58477526278268,-13.955441204828523,6.252546917376007
0.868,-50.990773490858665,33.38760657994314,-20.63158434567063,13.597229015576556
0.872,-52.39129137117498,26.846559537339985,-22.21524814781799,2.1836703391093786
0.876,-49.586681513259194,30.596422658995593,-25.95529155853481,-7.431847445890073
0.88,-38.32804358804603,39.23940469061212,-10.097255129977608,-6.738059319252059
0.884,-59.01689148895916,25.760982555476243,-16.81930668694387,-1.857424518931655
0.888,-45.90299625852084,21.174198857765617,-14.815207397548004,-9.15406703395809
0.892,-56.926985534357925,31.45532655843936,-14.279033889296588,-8.380669933371212
0.896,-50.628741270610874,30.89243504661943,9.704491768341779,3.3685214824970995
0.9,-42.10807282992086,17.652035928013465,-5.366640161114522,-7.15677423527218
0.904,-46.395047027353286,18.844710995686512,2.829558115266658,-1.610458829246772
0.908,-51.150782520692395,16.335687871870654,11.714257663464643,0.36404690018601116
0.912,-48.26858975386301,1.5382706065663925,16.692006947295173,11.843508216682991
0.916,-40.11119898880292,-1.6726263135391175,21.67621878611871,9.880736160235825
0.92,-45.86822943368644,2.394375558844503,28.059172864749375,13.59153435932365
0.924,-39.734669587949305,0.23651332802281289,22.491322845868996,2.470707721326826
0.928,-39.08656240731186,-9.616863128926667,14.365591014740428,-5.702031324243331
0.932,-40.9705707748343,-20.790902169538388,16.81181542371148,-7.696158063367363
0.936,-25.295730797768723,-10.04505046453033,16.94942671808522,-9.234335414982095
0.9400000000000001,-31.05776018484437,-25.770251772333584,22.096835253378504,-17.869371529592343
0.9440000000000001,-42.478511011760226,-27.40148859166686,0.3734636615720106,6.706187162387628
0.9480000000000001,-29.464243310883084,-26.04062703258563,8.519547197412184,0.11245621886104695
0.9520000000000001,-31.672379780179778,-21.378149883866378,-1.607092823554011,3.536940411761503
0.9560000000000001,-21.99656482408366,-25.61412839153406,-3.1733383775461377,9.921290980679775
0.96,-28.05028739724932,-27.866474351038594,-12.265678629029084,13.057620065884546
0.964,-22.429470539881176,-27.001601056455286,-19.622428006147366,9.120105079774742
0.968,-17.04374694695785,-27.81229493048108,-14.342177152313687,4.548926746554457
0.972,-12.90337018787524,-23.314815067493235,-16.373589879045642,6.678498958455423
0.976,-20.853561114130688,-36.236453352570116,-15.100249739866822,0.6752218670142391
0.98,-14.107000537447522,-22.019450473209748,-19.087653502796265,-9.927303018371735
0.984,-12.360225581525151,-15.811458799218777,-19.885668626639593,-1.9530924678238435
0.988,-10.777925618906412,-18.86854341762557,-21.484877093693058,-8.513507102667806
0.992,3.8091854588446727,-6.979630858253362,-5.538207141337267,-4.794182443681993
0.996,-0.4873073541837458,-5.529123778553295,-2.8543503310771854,2.1420676973824238
1.0,-6.304419771675251,8.777378491577405,-4.828913164319845,0.1094441058241249
1.004,7.101525644262354,12.371866299696883,2.2809293768138996,6.402296775937661
1.008,15.628866727623928,6.582219601720264,7.301279422277009,12.493415447550676
1.012,12.673605758793538,12.359284441694479,6.276019958661689,6.355961865282455
1.016,2.388649195950256,16.648330645760645,12.798146527014623,9.318528838890208
1.02,10.013323993911476,18.278115797062576,13.35197854187133,6.505595456180399
1.024,21.186634824784875,24.563777884239183,17.898139509125752,-3.5269604227739926
1.028,13.6937988306319,22.31410229564777,15.952257522925956,7.90693841652258
1.032,21.78778048259123,22.376791599010744,9.961516444986643,-14.741599645219909
1.036,25.728958599693318,32.43159982654714,25.523216008363207,-16.31339202572267
1.04,19.453031347195356,33.088449773957194,18.018408700995657,-2.939432284433657
1.044,25.961104717755813,25.862429475995206,3.467393946093705,-3.279139805304233
1.048,12.157110755992427,33.625729141253224,3.8687716545542417,-7.616722959052542
1.052,25.27457667805881,24.594427559207116,-0.4193392221797563,5.523343947157155
1.056,31.089957321506418,26.991625875999443,-1.407061779826285,14.184723284273522
1.06,27.988439386610207,27.21711734633596,-15.848730179149928,9.359249874966634
1.064,44.17750776405356,19.81229319950904,-9.949730935603693,22.816987007659783
1.068,30.561862147002014,18.665534962733684,-20.83606757035508,-0.9151766265823058
1.072,37.11419917334603,9.849119210360662,-26.32505703541684,7.150362796142286
1.076,41.47066542228967,7.206225148379334,-16.339851771992947,4.579309345461998
1.08,49.42276272043136,2.730699852527346,-12.567338205290946,-1.4211330148984551
1.084,36.329876977579076,-4.486794596001331,-3.9470136423869224,-10.070049157888402
1.088,50.507889968337984,-6.134562584837136,-19.68956844402471,-11.43247469433845
1.092,45.81322393614382,-17.3713997885351,-6.140475056630234,-6.222553399583786
1.096,41.80890386759086,-16.243164554355175,-7.022803962264648,-0.7387643077567034
1.1,49.86334318607405,-19.05793503562251,3.916793552620245,3.012367181411905
1.104,49.264380419531044,-22.360397856442447,-2.378650012859099,10.017826194984151
1.108,45.8623217926157,-25.254496775480206,3.3212246035415127,3.3489294696864906
1.112,49.6833076353435,-26.77755779234922,9.811568002741355,8.841412388664542
1.116,47.753997541691625,-25.89250848635565,17.28137873838071,4.348190864041436
1.12,50.46892314766982,-25.096032151198056,15.815723993211279,3.947288642494068
1.124,53.306705582796035,-33.22751031345902,23.25580628813254,6.32943679471437
1.1280000000000001,57.89455771275622,-35.82434359254596,24.780218105863312,-3.141325923220795
1.1320000000000001,43.617602963024375,-34.17167122621372,21.094428755547106,5.329163387990865
1.1360000000000001,60.188238158113876,-29.893249784602084,23.50420305382005,-8.855840671338322
1.1400000000000001,39.35392353882192,-27.089444354142934,13.834838193126107,-9.212105760052827
1.1440000000000001,47.82266117055577,-26.477521753070366,1.2780075019926693,-6.314556462085764
1.1480000000000001,50.86767548329166,-25.892262168332653,9.323547238977755,-5.675942335948199
1.1520000000000001,48.55448613331836,-18.0358430362097,-5.532445849316073,2.197715809760579
1.156,43.14036274261996,-10.834076904546357,-2.8103985552656825,12.484411194845094
1.16,44.200741371514624,-4.485549285768035,-3.8870339630738844,10.08041850359038
1.164,41.649556648453526,-5.7979667110781286,-13.126824801863734,5.855573857869546
1.168,39.92950902496162,-0.5576595653242287,-25.57733511514359,3.0797093253647887
1.172,45.777805444895804,1.3578078711954475,-24.236805847122707,1.4302360685176954
1.176,41.863426673369105,10.182091843361565,-13.346812234139765,-0.8840151635884705
1.18,35.06111416248622,10.210467052097265,-19.866743754117216,0.09008015445674111
1.184,41.373655245074964,21.103547997044,-16.488690835329592,-15.750713731492281
1.188,36.66899609432557,12.679938286966609,-9.896820037755916,-11.579398673726512
1.192,37.36490396590744,22.69202915925313,-6.153459171632688,-7.721729157844757
1.196,34.53271227415313,28.320779420496535,-3.5797986813698213,-13.986065579164354
1.2,25.24428756001332,29.45086807046711,-1.043341856102388,-4.16799141483209
1.204,24.518812135728687,43.06574664613851,3.4104555146352244,1.418094042336144
1.208,28.917628107404415,31.746631448954016,13.92456760849092,4.463427385767598
1.212,26.030844358241765,24.69356978668949,16.458789773912635,10.939715009390945
1.216,20.614271079843498,28.278332435075942,15.600058506951262,8.245472477151283
1.22,18.99286455077782,18.263579906648406,24.431691890868713,3.101422009919713
1.224,22.435504969302674,24.514878229390597,19.3153639929165,3.3931454684064457
1.228,10.68973983168717,17.960113235741495,15.387434142901803,4.934128061384445
1.232,13.949024953319286,23.40769221652196,14.301687554803669,0.4911501559508711
1.236,7.7401896865943485,12.360994676095176,10.516560673966975,-19.43673136759856
1.24,5.178255662079106,10.459907001564195,10.393654962831075,-6.6252042437758565
1.244,9.260224536332649,3.55033362145958,13.531112445374607,-7.735587509606145
1.248,5.383586517107064,10.954060925104658,-1.5188112338663426,-1.7111221573218809
1.252,2.811043407836338,-3.866017996427451,-1.564285866195425,0.4954837039356632
1.256,2.7610537593750077,2.4346623889145187,-10.645937781830462,7.43341420872277
1.26,-6.161642470051351,-6.972977769948995,-13.057250252206716,10.267602143311654
1.264,-5.341388092288938,-12.698362412395824,-22.96047091544208,6.928113720542262
1.268,-12.764871830436316,-16.987075102133463,-19.199232195103086,3.2232946886319738
1.272,-12.026765013424047,-20.156407029663956,-20.614271913598582,1.4377671137493633
1.276,-16.69789576219891,-34.55623987260239,-17.259094848386955,-0.08203601335918109
1.28,-17.921247809270344,-28.5392285447344,-17.90472575962624,-2.88287081450336
1.284,-17.742993922479695,-24.529863814599672,-22.878519134800577,-4.781525637959424
1.288,-27.070096447241667,-29.958328688270058,-8.269950898356148,-12.451217399617287
1.292,-14.719223703360678,-37.02358056013236,-8.583558280924459,-7.0240564185065475
1.296,-32.34980424421192,-29.862600579123388,-3.9818301574095587,-0.0050237812505669055
1.3,-35.46020567856229,-20.01116790757717,-0.04591176692561626,5.827974475720719
1.304,-25.59401369703468,-20.58078414686428,2.3850105071860455,4.523372470359585
1.308,-29.342279901897907,-24.800197568345666,10.724085180777955,7.338620630322099
1.312,-32.01189940468171,-16.85202436134681,16.06888429821668,10.935888453464678
1.316,-33.733928321587335,-20.070444032678346,8.152080053312506,3.299733160173182
1.32,-38.58689600302408,-22.97196815718503,16.327326139172573,4.909804967747243
1.324,-44.56462110097305,-14.961617635883321,18.68579971654748,4.976264328008785
1.328,-41.150772168821966,1.82314442710888,20.926598043045136,-0.47150987962842494
1.332,-46.26214136724315,-2.8772949545395727,24.06309607895596,-9.056470449577423
1.336,-39.23896265465889,1.7939315486613234,11.551560782531807,-8.734281501851074
1.34,-45.97663953081167,5.961505633571349,9.26589581176019,-13.633816864404949
1.344,-50.38134632568547,21.26189295298115,4.799820500460765,-3.3280103181617275
1.348,-48.7564560029082,23.885033475649163,-1.500973279236642,-2.876006052330895
1.352,-45.86143217949069,30.50558001432409,-4.242597146847388,1.107141613167848
1.356,-51.400209409753586,21.832315370082892,-3.508479953753668,5.036851878819927
1.36,-53.22546451426661,26.80796020879592,-17.024882522671138,9.196095828452224
1.364,-48.30463522737299,19.87402243152362,-13.27119287975139,7.583484282627059
1.368,-48.58184760161501,36.346121295589604,-26.606052199412133,10.995847607770607
1.372,-52.49918950888511,23.969441559260574,-22.452434996784827,1.7048277867657535
1.3760000000000001,-52.35124373828242,31.06256199803082,-21.607981069655356,6.711488144493761
1.3800000000000001,-48.74108673462539,23.982104883696426,-10.646831961332724,1.4481999944821133
1.3840000000000001,-56.92098723348703,25.345381943092455,-18.260570033803717,-13.505987973932738
1.3880000000000001,-56.37161608227616,22.28242463780003,-24.697159485828355,-9.631745937136314
1.3920000000000001,-52.455627284671834,21.00763324274716,-19.629518016340562,-11.696562361701133
1.3960000000000001,-49.33631770022289,18.383885578220582,-4.803649811563729,-6.450774556960245
1.4000000000000001,-45.998287986767664,14.892213594148684,3.0688542789497593,10.0121373382242
1.4040000000000001,-39.33966603808285,17.954065377546097,6.851077031433541,3.2796796554383203
1.408,-41.47376051503585,4.103994328903871,10.472924011039147,10.244409440407228
1.412,-45.49176385738039,6.353398904327668,19.502240106101993,12.686873754324097
1.416,-43.60426877298979,6.843698624828039,14.188602406354544,4.04512366224407
1.42,-47.22904309828985,-6.325978829495918,23.49568310603713,1.6023751508788777
